"Link","Author Keywords","Index Keywords"
"https://www.scopus.com/pages/publications/105010642191?origin=resultslist","Artificial intelligence; cybersecurity; disturbance; grid-forming (GFM); measurement noise; microgrids; model predictive control (MPC); observer-based MPC; power converters; robust MPC","Cybersecurity; Denial-of-service attack; Digital storage; Digital twin; Distributed power generation; Electric power system measurement; Energy resources; Industry 4.0; Internet of things; Microgrids; Network security; Power control; Power converters; Predictive control systems; Robustness (control systems); Spurious signal noise; Stochastic control systems; Stochastic systems; Uncertainty analysis; Cyber security; Disturbance; Grid-forming; Measurement Noise; Microgrid; Model-predictive control; Observer -based model predictive control; Observer-based; Power; Robust model predictive control; Model predictive control"
"https://www.scopus.com/pages/publications/105019222906?origin=resultslist","equivalent models; power grids; power system simulation","Energy resources; Power grids; Power system simulation; Smart power grids; Distributed Energy Resources; Energies (power); Equivalent modeling; High-order modeling; Modelling techniques; Power electronic devices; Power grids; Power systems simulation; Renewables; Synchronous machine; Electric power transmission networks"
"https://www.scopus.com/pages/publications/105020779555?origin=resultslist","artificial intelligence; energy function; renewable energy; Short-term voltage stability","Computation theory; Dynamic loads; Dynamics; Electric power systems; Electronic assessment; Forecasting; Renewable energy; System stability; Voltage control; Voltage stabilizing circuits; Electrical quantities; Energy; Energy functions; Energy thresholds; Function theory; Intelligence models; Renewable energies; Short-term voltage stability; Unstable equilibrium points; Voltage stability assessment; Computational efficiency"
"https://www.scopus.com/pages/publications/105011819008?origin=resultslist","attention mechanism; target adaptive; Transformer; Virtual metrology","Data accuracy; Prediction models; Quality control; Virtual reality; Attention mechanisms; Critical quality; Data driven; Industrial processs; Key qualities; Production efficiency; Production quality; Target adaptive; Transformer; Virtual metrology; Forecasting"
"https://www.scopus.com/pages/publications/105028838565?origin=resultslist","Automatic generation control; Control of inverter-based resources; Dynamic state estimation; Frequency control; Integrated energy systems; Low-inertia power systems; Operation management; Phase-locked loops","Electric inverters; Electric power system control; Energy policy; Fossil fuels; Frequency estimation; Power control; State estimation; Automatic Generation; Automatic generation control; Control of inverter-based resource; Dynamic state estimation; Frequency control; Generation controls; Integrated energy systems; Inverter-based; Low-inertia power system; Operation management; Phase locked; Power; Electric frequency control"
"https://www.scopus.com/pages/publications/105003596400?origin=resultslist","Aggregator; distribution network security; end-to-end; robust Stackelberg game; shared energy storage","Aggregator; Distributed solutions; Distribution network security; End to end; Energy; Networks security; Robust stackelberg game; Shared energy storage; Solution methods; Stackelberg Games; Distributed energy"
"https://www.scopus.com/pages/publications/105001066216?origin=resultslist","distributed energy resource (DER); Economic dispatch; microgrid; stability constraints; virtual inertia scheduling (VIS)","Electric load dispatching; Information management; Virtual addresses; Distributed energy resource; Distributed Energy Resources; Economic Dispatch; Economic dynamics; Economic operations; Microgrid; Stability constraints; Static security; Statics and dynamics; Virtual inertia scheduling; Microgrids"
"https://www.scopus.com/pages/publications/105024751289?origin=resultslist","Dynamic risk assessment; emergency response; post-disaster recovery; pre-disaster prevention; resilience of power systems; social impacts; wildfire risks","Electric power system measurement; Emergency services; Outages; Social sciences computing; Disaster recovery; Dynamic risk assessments; Emergency response; Post disasters; Post-disaster recovery; Power; Pre-disaster prevention; Resilience of power system; Social impact; Wildfire risks; Disaster prevention; Fires; Risk assessment"
"https://www.scopus.com/pages/publications/85215777141?origin=resultslist","artificial intelligence; line flow control; reinforcement learning; soft actor–critic; voltage control","Reinforcement learning; Robust control; Robustness (control systems); Stochastic control systems; Actor critic; Control framework; Line flow control; Line flows; Operational control; Power; Reinforcement learning algorithms; Reinforcement learnings; Soft actor–critic; Uncertainty; Stochastic systems"
"https://www.scopus.com/pages/publications/105004016629?origin=resultslist","attack mitigation; detection; impact analysis; Load-altering attacks; localization; survey","Economic and social effects; Attack mitigation; Controllable loads; Cyber security; Detection; Impact analysis; Impact detection; Impact mitigation; Load-altering attack; Localisation; Power grids; Power grids"
"https://www.scopus.com/pages/publications/85208517175?origin=resultslist","Colliding bodies optimization; Emission pollution; Heuristic technique; Objective optimization; Total production cost","article; human"
"https://www.scopus.com/pages/publications/105030948995?origin=resultslist","dynamic waveform compression; intrinsic synchronization; power system simulation; Synchronized sampling","Electric power transmission; Power system simulation; Synchronization; Waveform analysis; Communication framework; Design and implementations; Dynamic waveform compression; Dynamics simulator; Intrinsic synchronization; Power system dynamics; Power systems simulation; Synchronization mechanisms; Synchronized sampling; Waveforms; Efficiency"
"https://www.scopus.com/pages/publications/105013856769?origin=resultslist","Adjoint optimization; broadband; inverse design; metamaterials; multiple input multiple output; tensor materials","Anisotropic media; Communication channels (information theory); Feedback control; Inverse problems; MIMO systems; Tensors; Timing circuits; Adjoint optimizations; Broadband; Inverse designs; Multiple input multiple output; Multiple inputs; Multiple outputs; Perfectly matched; Property; Tensor material; Unit cells; Metamaterials"
"https://www.scopus.com/pages/publications/86000511544?origin=resultslist","Arnold transformation; chaotic attractor; color image encryption; composite chaotic sequence; expert detection system; Leia index","Cryptography; Image enhancement; Image fusion; Information leakage; Network security; Arnold transformation; Chaotic attractors; Chaotic sequence; Color image encryptions; Composite chaotic sequence; Detection system; Expert detection system; Fusion algorithms; Image encryption algorithm; Leia index; Encryption algorithms"
"https://www.scopus.com/pages/publications/85204477268?origin=resultslist","multi-agent reinfor- cement learning; power system recovery; Power system resilience; typhoon","Electric load flow; Reinforcement learning; Energy; Multi-agent reinforcement learning; Power; Power system recovery; Power system resilience; Reinforcement learning method; Resource-scheduling; System recovery; System resiliences; Convolutional neural networks"
"https://www.scopus.com/pages/publications/105008125826?origin=resultslist","Automatic music generation; explanatory-based music generation; gamelan; genetic algorithms; long-short term memory; LSTM-GA","Automatic test pattern generation; Computer music; Learning algorithms; Learning systems; Signal processing; Automatic music generation; Creatives; Explanatory-based music generation; Gamelan; Hybrid approach; Learning models; Long short-term memory-genetic algorithm; Memory network; Short term memory; Genetic algorithms; Long short-term memory"
"https://www.scopus.com/pages/publications/105012113173?origin=resultslist","Optimal dispatching; Safe Control Decision Reinforcement Learning (SCD-RL); Smart grid; Uncertain line fault","Deep learning; Electric load dispatching; Electric power system control; Electric power system security; Electric power transmission networks; Energy utilization; Optimization; Renewable energy; Control decisions; Deterministics; Line faults; Optimal dispatching; Reinforcement learnings; Safe control; Safe control decision reinforcement learning; Smart grid; Uncertain line fault; Uncertainty; Smart power grids"
"https://www.scopus.com/pages/publications/105003551964?origin=resultslist","Fractional position embedding (FPE); predictive attention mechanism (PAM); time lag; time series forecasting","Digital arithmetic; Large datasets; Mean square error; Time series; Time series analysis; Attention mechanisms; Embeddings; Forecasting models; Fractional position embedding; Lag effects; Multivariate time series; Output and inputs; Predictive attention mechanism; Time lag; Time series forecasting; Differentiation (calculus)"
"https://www.scopus.com/pages/publications/105001779607?origin=resultslist","false data injection attacks (FDIA); gray level transformation; information theory; semi supervised learning; state estimation",""
"https://www.scopus.com/pages/publications/105006619554?origin=resultslist","Enhanced SEPIC; FLC; PV System; RES; VSI","Electric power system control; Solar energy conversion; Solar power generation; Enhanced single ended primary inductor converter; Fuzzy logic approach; Fuzzy logic controllers; Microgrid; PV system; Renewable energies; Resource; Single-ended; Voltage source inverter; Voltage-source inverter; Solar fuels"
"https://www.scopus.com/pages/publications/105036508435?origin=resultslist","AI/ML-Based; FACTS; Fault Detection; IoT- Based; Traveling Wave; Wavelet Transform","Barium compounds; Classifiers; Electric fault currents; Electric lines; Electric power system protection; Electric power transmission; Outages; Signal analysis; Support vector machines; AI/ML-based; Classical schemes; Faults detection; Intelligent schemes; IoT- based; Power system protection; Protection schemes; Transmission-line; Travelling waves; Wavelets transform; Economic and social effects; Fault detection; Wavelet transforms"
"https://www.scopus.com/pages/publications/85208990090?origin=resultslist","Buildings; Cold load pickup (CLPU); Grid resilience; Hybrid AC/DC distribution grid; Load restoration","Restoration; Cold load pickup; Cold-load pickups; Distribution generators; Distribution grid; Grid resilience; Hybrid AC/DC distribution grid; Load resilience; Load restoration; Severe weather events; Thermostatically controlled loads; building; climate conditions; optimization; smart grid; DC distribution systems"
"https://www.scopus.com/pages/publications/105037104813?origin=resultslist","Artificial neural network; Bayes; Perceptron","Barium compounds; Bayesian networks; Mathematical operators; Network topology; Random number generation; Activation functions; Baye; Bayesian probabilities; Conditional probabilities; Negative exponential functions; Neural-networks; Nonlinear operator; Random Numbers; Neural networks"
"https://www.scopus.com/pages/publications/105011078836?origin=resultslist","differential relay; false data injection; IEC 61850; online simulation; power transformer relay; quantum machine learning; quantum variational circuit; sampled values protocol","Circuit theory; Distributed computer systems; Learning systems; Network security; Quantum computers; Quantum theory; Relay control systems; Relay protection; Smart power grids; System stability; Timing circuits; Transformer protection; Transformer substations; Variational techniques; Differential relay; False data injection; Iec-61850; Machine-learning; Online simulation; Power; Power transformer relay; Quantum machine learning; Quantum machines; Quantum variational circuit; Sampled value protocol; Power transformers"
"https://www.scopus.com/pages/publications/105025436745?origin=resultslist","Graph neural network; Long short-term memory; Photovoltaic; Renewable energy; Solar energy",""
"https://www.scopus.com/pages/publications/85209770785?origin=resultslist","Co-simulation; Control strategies; Deep reinforcement learning; Functional mock-up interface; Hydrogen; Nuclear renewable integrated energy system; Optimization","Mockups; Nuclear power plants; Control strategies; Cosimulation; Functional mock-up interface; Functionals; Integrated energy systems; Mock up; Nuclear renewable integrated energy system; Optimisations; Reinforcement learnings; Renewables; alternative energy; design; hydrogen; integrated approach; machine learning; nuclear power; optimization; strategic approach; Deep reinforcement learning"
"https://www.scopus.com/pages/publications/85210537350?origin=resultslist","Electric vehicle; Electric vehicle charging station; Regional integrated energy system; Station and network planning","Charging station; Collaborative planning; Electric vehicle charging; Electric vehicle charging station; Integrated energy systems; Network planning; Regional integrated energy system; Station and network planning; System planning; Vehicle penetration; electric vehicle; energy planning; networking; technology adoption; transportation infrastructure"
"https://www.scopus.com/pages/publications/105000831771?origin=resultslist","artificial intelligence; FACTS device; voltage stability assessment; voltage stability control; voltage stability indices","Control system stability; Assessment strategies; Control strategies; Electrical grids; Flexible AC transmission systems devices; Power; Power system voltage stability; State-of-the art reviews; Voltage stability assessment; Voltage stability controls; Voltage-stability index"
"https://www.scopus.com/pages/publications/105030339588?origin=resultslist","battery state of charge; communication; digital twin; FPGA; IoT; low-cost testbed; microgrid; nanogrid; networked microgrids; physical twin; power electronics; single board computer; survivability; virtual twin; zonal nanogrid system","Charging (batteries); Computer hardware; Costs; Decision making; Decision support systems; Digital twin; Industrial electronics; Internet of things; Microgrids; Battery state of charge; Field programmable gate array; Field programmables; IoT; Low-cost testbed; Low-costs; Microgrid; Nanogrids; Networked microgrid; Physical twin; Power-electronics; Programmable gate array; Single board computers; Single-board computers; Survivability; Virtual twin; Zonal nanogrid system; Field programmable gate arrays (FPGA); Power electronics"
"https://www.scopus.com/pages/publications/105008683375?origin=resultslist","Artificial intelligence; digital twin; load forecasting; load shedding; power systems; security assessment; voltage stability","Digital twin; Electric load forecasting; Electric power plant loads; Electric power system security; Electric power system stability; Learning algorithms; Learning systems; Transfer learning; Voltage control; Artificial intelligence techniques; Artificial intelligence technologies; Diverse applications; Load forecasting; Load-shedding; Performance; Power; Power system; Security assessment; Voltage stability assessment; Electric load shedding"
"https://www.scopus.com/pages/publications/105010821807?origin=resultslist","GPGPU; Parallelization of tensor operations; Robust Variational Physics Informed Neural Network","Inverse problems; Matrix algebra; Neural networks; Partial differential equations; Variational techniques; GPGPU; Gram matrices; Loss functions; Network loss; Neural-networks; Parallelization of tensor operation; Parallelizations; Partial differential; Robust variational physic informed neural network; Unsupervised training; Tensors"
"https://www.scopus.com/pages/publications/105001803758?origin=resultslist","Decentralized control; Distributed control; Distributed design; Multi-agent systems; Networked control; Ultra large-scale systems","Decentralized systems; Identification (control systems); Integrated circuit design; Large scale systems; Networked control systems; Centralised; Decentralised control; Design procedure; Distributed design; Distributed-control; Large-scales; Multiagent systems (MASs); Networked controls; Scale control; Ultra large scale systems; Decentralized control"
"https://www.scopus.com/pages/publications/85205768365?origin=resultslist","Combinatorial power flow analysis; Hubo; Power systems; Quantum annealing; QUBO","adiabaticity; algorithm; article; controlled study; delta rhythm; electric potential; energy resource; flow measurement; human; renewable energy; simulation; velocity"
"https://www.scopus.com/pages/publications/105019506415?origin=resultslist","dual-switch interleaved boost converter; dynamic load control; energy management; hydrogen fuel cell; neuro fuzzy inference system; power flow optimization; voltage regulation and clean energy","Adaptive control systems; DC-DC converters; Dynamic loads; Electric load management; Energy efficiency; Fuel cell vehicles; Fuel cells; Fuzzy control; Fuzzy neural networks; Fuzzy systems; Hydrogen fuels; Internal combustion engines; Power control; Two term control systems; Vehicles; Voltage control; Voltage regulators; Clean energy; Dual switch; Dual-switch interleaved boost converter; Dynamic load control; Energy; Hydrogen fuel cells; Interleaved boost converters; Neuro-fuzzy inference systems; Power flow optimizations; Voltage regulation and clean energy; Energy management; Fuzzy inference"
"https://www.scopus.com/pages/publications/85204033882?origin=resultslist","DC-DC power convertors; losses; multiport networks; pulse width modulation","Hybrid power; Bridge converter; Conduction loss; DC converter; DC-DC power convertor; Hybrid energy storage systems; Multi-port network; Multilevels; Power convertors; Pulsewidth modulations (PWM); Voltage ranges; Pulse width modulation"
"https://www.scopus.com/pages/publications/105017462218?origin=resultslist","battery energy storage system (BESS); cascaded H-bridge (CHB); modular multilevel converter (MMC); multilevel inverters (MLIs); renewable energy sources (RESs); Shunt active power filter (SAPF)","Battery storage; Digital storage; Electric inverters; Electric power system control; Model predictive control; Predictive control systems; Renewable energy; Secondary batteries; Semiconductor device manufacture; Semiconductor devices; Smart power grids; Solar power generation; Topology; Active power Filter; Battery energy storage system; Battery energy storage systems; Cascaded H-bridge; Modular multilevel converter; Modulars; Multi Level Inverter (MLI); Multilevel converter; Multilevel inverter; Renewable energy source; Shunt active power filter; Fault tolerance"
"https://www.scopus.com/pages/publications/105006931930?origin=resultslist","Battery electric vehicles; dual-motor drive; fast charging; modular multilevel converter; ultra-fast charging","Automotive batteries; Battery Pack; DC motors; Traction motors; Battery-electric vehicles; Dual-motor drive; Dual-motors; Fast charging; Modulars; Motor drive; Multilevel converter; Ultra-fast; Ultra-fast charging; Fast charging (Batteries)"
"https://www.scopus.com/pages/publications/85204732672?origin=resultslist","Cross-entropy; Intelligent optimizer; Machine learning; Meta-heuristic; Self-organizing map","Adversarial machine learning; Conformal mapping; Contrastive Learning; Federated learning; Self organizing maps; Complex search spaces; Convergence rates; Cross entropy; Global optimisation; Intelligent optimizer; Machine-learning; Metaheuristic; Optimal balance; Optimizers; Self-organizing-maps"
"https://www.scopus.com/pages/publications/105007720716?origin=resultslist","","Deep learning; Dentistry; Diseases; Medical computing; Plethysmography; Quantum channel; Theranostics; Artificial intelligence tools; Computing applications; Data analytics; Decisions makings; Intelligence network; Intelligent technology; Network applications; Predictive models; Quantum Computing; Quantum network; Qubits"
"https://www.scopus.com/pages/publications/85203663727?origin=resultslist","Convolution; distribution networks; flexibility aggregation; tensors; TSO-DSO coordination","DC distribution systems; Power distribution networks; Active distribution systems; Advanced applications; Control centre; Decisions makings; Flexibility aggregation; Power system operators; Power transfers; System operator; TSO-DSO coordination; Variable power; Convolution"
"https://www.scopus.com/pages/publications/105009391271?origin=resultslist","","Environmental management; Environmental monitoring; Green computing; Large datasets; Sustainable development; Energy; Energy collection; Energy increase; Environmental Monitoring; Environmental monitoring system; Large datasets; Performance computing; Renewable energies; Solar and winds; Sustainable energy solutions; Energy harvesting"
"https://www.scopus.com/pages/publications/105001209987?origin=resultslist","Markov decision processes; risk analysis; robust control","Decision making; Optimal systems; Risk analysis; Risk assessment; Robust control; Robustness (control systems); Compact metric spaces; Decisions makings; Markov decision problem; Markov decision process models; Markov Decision Processes; Optimal policies; Risk analyze; Risk measures; Robustness to modeling errors; Underlying dynamics; Markov processes"
"https://www.scopus.com/pages/publications/105024755995?origin=resultslist","Infeasibility cutting plane; MIP acceleration; mixed integer programming (MIP); unit commitment (UC)","Cutting; Integer linear programming; Linear programming; Mixed-integer linear programming; Problem solving; Cutting planes; Infeasibility cutting plane; Integer variables; Mixed integer programming; Mixed integer programming acceleration; Mixed-Integer Programming; Unit commitment; Unit-commitment problems; Integer programming"
"https://www.scopus.com/pages/publications/105013844435?origin=resultslist","harmonic weights; real power; sensitivity analysis; total demand distortion; total harmonic distortion","Application programs; Harmonic analysis; MATLAB; Wave filters; Active power; Harmonic weights; Non-sinusoidal; Nonsinusoidal regimes; Power networks; Real power; Sensitivity analyzes; Total demand distortion; Total harmonic distortions; Sensitivity analysis"
"https://www.scopus.com/pages/publications/105035321203?origin=resultslist","Adaptive Thresholding; Distribution System; Ensemble Learning; Fault Classification; High Impedance Fault (HIF); IEEE 33Bus System; Power System Protection; Random Forest; Smart Grid; Time-Frequency Features; Wavelet Transform","Classification (of information); Electric fault currents; Electric power distribution; Electric power system protection; Electric power transmission networks; Fault detection; Feature extraction; Power distribution faults; Signal processing; Smart power grids; Adaptive thresholding; Distribution systems; Ensemble learning; Fault classification; High impedance fault; IEEE 33bus system; Power system protection; Random forests; Smart grid; Time frequency features; Wavelets transform; Discrete wavelet transforms"
"https://www.scopus.com/pages/publications/85201948795?origin=resultslist","energy storage; power generation scheduling; power markets; renewable energy sources; resource allocation","Ancillary services markets; Coordinated scheduling strategy; Day-ahead; Energy; Multilevels; Power; Power generation scheduling; Renewable energy source; Resources allocation; Storage systems; Mixed-integer linear programming"
"https://www.scopus.com/pages/publications/105011218083?origin=resultslist","Edge intelligence; Energy CPS; Federated learning; Security; Smart grid","Artificial intelligence; Cybersecurity; Decision making; Information management; Smart power grids; Cybe-physical systems; Cyber-physical systems; Edge intelligence; Energy; Energy cybe-physical system; Security; Smart energies; Smart grid; System Dynamics; Systems performance; Cyber Physical System"
"https://www.scopus.com/pages/publications/85214358154?origin=resultslist","dynamic frequency security; microgrid formation; power imbalance; proactive scheduling; Wind power penetrated distribution system","DC distribution systems; Frequency response; Microgrids; Wind power; Wind turbines; Windmill; Distribution systems; Dynamic frequency; Dynamic frequency security; Frequency security; Microgrid; Microgrid formation; Power; Power imbalance; Proactive scheduling; Wind power penetrated distribution system; Difference equations"
"https://www.scopus.com/pages/publications/105013730740?origin=resultslist","desalination; Energy hub; energy management; energy storage systems; energy sustainability; energy system analysis; energy systems; renewable energy; water and energy nexus","Absorption cooling; Cooling systems; Energy efficiency; Energy management; Energy storage; Mixed-integer linear programming; Solar power generation; Thermal load; Energy; Energy hubs; Energy storage system; Energy sustainability; Energy systems; Energy systems analysis; Renewable energies; Storage systems; Water and energies; Water and energy nexus; Desalination"
"https://www.scopus.com/pages/publications/105032506171?origin=resultslist","conformal prediction; interval predictor models; outlier detection; reachset-conformant identification; set-based uncertainty quantification","Classification (of information); Data handling; Forecasting; Nonlinear simulations; Prediction models; Regression analysis; Statistics; Uncertainty analysis; Classification tasks; Conformal predictions; Conformal predictors; Interval predictor model; Outlier Detection; Quantification methods; Reachset-conformant identification; Set-based uncertainty quantification; Uncertainty quantifications; Zonotopes; Linear programming"
"https://www.scopus.com/pages/publications/85213403111?origin=resultslist","Forecasting; photovoltaic; renewable energy",""
"https://www.scopus.com/pages/publications/105002994824?origin=resultslist","cyber attack; deep reinforcement learning; Distribution network; flexibility scheduling; photovoltaic","DC distribution systems; Markov processes; Power distribution networks; Cyber-attacks; Flexibility scheduling; Game models; Markov games; Photovoltaics; Reinforcement learnings; Robust graphs; Scheduling methods; Scheduling problem; Zero sums; Deep reinforcement learning"
"https://www.scopus.com/pages/publications/105003697593?origin=resultslist","Full range; minimized inductor current ripple; non-resonant; pulsewidth modulation (PWM) converter; quadrilateral current; zero-voltage-switching (ZVS)","AC-AC power converters; DC-DC converters; Pulse width modulation; Rectifying circuits; Voltage-source converters; Zero current switching; Zero voltage switching; 'current; Full range; Inductor current ripples; Minimized inductor current ripple; Nonresonant; PWM converter; Quadrilateral current; Switching power converters; Zero voltage switching converters; Zero- Voltage Switching; Resonant converters"
"https://www.scopus.com/pages/publications/105020433275?origin=resultslist","peer-to-peer market; reconfiguration; renewable-based sources; unbalanced distribution networks","Distributed computer systems; Dynamic analysis; Dynamic models; Electric power distribution; Integer programming; Mixed-integer linear programming; Power markets; Alternating directions method of multipliers; Networks reconfiguration; Peer to peer; Peer-to-peer market; Reconfiguration; Renewable-based source; Renewables; Three phase; Three phasis; Unbalanced distribution networks; Copyrights"
"https://www.scopus.com/pages/publications/85206265869?origin=resultslist","Adaptive protection; Distributed generation; Microgrid; Multi-agent systems","'current; Adaptive protection; Bidirectional power flow; Distributed energies; Dynamic nature; Electrical systems; Frequency dynamics; Microgrid; Multiagent systems (MASs); Voltage frequency; control system; distribution system; literature review; power generation; Microgrids"
"https://www.scopus.com/pages/publications/85184189132?origin=resultslist","data analysis; generative adversarial network; scenario generation; uncertain systems; uncertainty; Wasserstein distance; wind farm design and operation; wind power; wind power; wind power plants","Electric power distribution; Power generation; Stochastic systems; Uncertainty analysis; Wind farm; Cumulative distribution function; Design and operations; Power output; Scenarios generation; Stochastic winds; Uncertainty; Wasserstein distance; Wind farm; Wind farm design and operation; Wind power plants; Distribution functions"
"https://www.scopus.com/pages/publications/105007299359?origin=resultslist","Active distribution networks; imprecisely known delay; multiagent reinforcement learning; robust volt/var control","Deep reinforcement learning; Delay circuits; Delay control systems; Learning algorithms; Reinforcement learning; Robust control; Robustness (control systems); Active distribution network; Active distributions; Control problems; Imprecisely known delay; Multi-agent reinforcement learning; Operation state; Robust volt/var control; System delay; Systems operation; Volt/var control; Markov processes"
"https://www.scopus.com/pages/publications/105013457191?origin=resultslist","Battery Energy Storage Systems; Data-Driven Approaches; Electric Vehicles; Energy Management Systems; Extreme Weather Events; Machine Learning; Microgrids; Photovoltaic Systems","Digital storage; Electric energy storage; Electric network parameters; Electric power distribution; Electric utilities; Energy management; Extreme weather; Information management; Learning systems; Microgrids; Renewable energy; Secondary batteries; Weather forecasting; Weather information services; Battery energy storage systems; Data-driven approach; Energy; Extreme weather; Extreme weather events; Machine-learning; Management systems; Microgrid; Photovoltaic systems; Weather impact; Electric vehicles"
"https://www.scopus.com/pages/publications/105034903854?origin=resultslist","Adam optimizer; ADMM; convex optimization; cyber-physical system; Secure state estimation","Computational efficiency; Cyber Physical System; Embedded systems; Signal processing; State estimation; Adam optimizer; ADMM; Convex optimisation; Cybe-physical systems; Cyber-physical systems; Efficient implementation; Large-scales; Linear Gaussian systems; Optimizers; Secure state estimation; Convex optimization"
"https://www.scopus.com/pages/publications/105033917925?origin=resultslist","Adaptive Framework; Energy Efficiency; Hybrid Power Systems; Load Forecasting; Resilient Infrastructure; Sustainable Communication","Electric load forecasting; Electric power plant loads; Electric power transmission; Energy policy; Energy utilization; Green computing; Hybrid power; Hybrid systems; Natural resources; Power management; Radio communication; Radio systems; Renewable energy; Transportation routes; Adaptive framework; Energy; Hybrid power; Hybrid power system; Load forecasting; Modulars; Resilient infrastructure; RF power; Sustainable communication; Transportation system; Energy efficiency"
"https://www.scopus.com/pages/publications/85214021235?origin=resultslist","microgrids; power distribution control; renewable energy sources","Microgrids; Control hierarchy; Droop control; Droop control strategies; Inverter-based; Island modes; Islanded mode of operations; Microgrid; Power distribution control; Renewable energy source; Decentralized control"
"https://www.scopus.com/pages/publications/105030704570?origin=resultslist","Advance Boost Converter; Artificial Neural Network (ANN); Boost Voltage Multiplier Stage (VMS) Converter; Maximum Power Point Tracking (MPPT); Photovoltaic (PV) Systems",""
"https://www.scopus.com/pages/publications/85214778698?origin=resultslist","",""
"https://www.scopus.com/pages/publications/105030939453?origin=resultslist","fuzzy clustering; NSGA-II optimization; unequal spanning segmentation; wind power short-term prediction","Anomaly detection; Clustering algorithms; Forecasting; Genetic algorithms; Wind effects; Wind power; Anomaly detection; Clusterings; Non dominated sorting genetic algorithm ii (NSGA II); Non-dominated sorting genetic algorithm II optimization; Optimisations; Power; Short term prediction; Unequal spanning segmentation; Wind power predictions; Wind power short-term prediction; Fuzzy clustering; Mean square error"
"https://www.scopus.com/pages/publications/105025478355?origin=resultslist","Cyber-physical system; digital twins; industry 4.0; IoT; renewable energy resources; smart grid","Cyber Physical System; Digital twin; Industry 4.0; Internet of things; Renewable energy; Smart power grids; Cybe-physical systems; Cyber-physical systems; Digital transformation; Energy systems; Human society; Innovative method; IoT; Power; Renewable energies; Smart grid; Embedded systems"
"https://www.scopus.com/pages/publications/105025429610?origin=resultslist","batteries; electric vehicles; Low-voltage distribution networks; photovoltaic systems; smart inverters","Benchmarking; Charging (batteries); Electric inverters; Electric network parameters; Electric power distribution; Electric vehicles; Energy resources; Secondary batteries; Simulation platform; Voltage distribution measurement; Voltage regulators; Battery; Benchmark models; Decarbonisation; Energy; Low voltage distribution network; Photovoltaic systems; Rapid growth; Rooftop photovoltaic systems; Smart inverters; Technology support; Compliance control"
"https://www.scopus.com/pages/publications/85204501533?origin=resultslist","Active distribution network; attention mechanism; deep reinforcement learning; multi-mode; PV inverters; voltage regulation","DC distribution systems; Deep reinforcement learning; Reinforcement learning; Active distribution network; Active distributions; Actor critic; Attention mechanisms; Multimodes; PV inverter; Reinforcement learning algorithms; Reinforcement learnings; Voltage control strategies; Voltage violation; Power distribution networks"
"https://www.scopus.com/pages/publications/85190167897?origin=resultslist","acceleration; congestion; day-ahead scheduling; energy management; Flexible temporal resolution; power system operation","Electric load dispatching; Electric load flow; Gas generators; Traffic congestion; Adaptation models; Computational modelling; Congestion; Day-ahead scheduling; Flexible temporal resolution; Generator; Load flow; Power system operations; Temporal resolution; Unit Commitment; Energy management"
"https://www.scopus.com/pages/publications/105031586605?origin=resultslist","Cyber Risk; Decision Tree; Fraud Detection; Fuzzy Logic; Payment Security; Risk Assessment","Automation; Classification (of information); Computer circuits; Crime; Cybersecurity; Electronic money; Forestry; Adaptive approach; Cybe risk; Cyber security; Electronic payment systems; Fraud detection; Fuzzy decision; Fuzzy decision trees; Fuzzy-Logic; Payment security; Risks assessments; Decision trees; Fuzzy logic; Risk assessment"
"https://www.scopus.com/pages/publications/105004579625?origin=resultslist","Active Charging; Grid Impact; Managed Charging; Passive Charging; Uncoordinated Charging","Electric buses; Electric power system stability; Electric transformer loads; Power grids; Vehicle-to-grid; Active charging; Electric vehicle charging; Grid impacts; Grid stability; Managed charging; Passive charging; Power grids; Smart charging; Transportation system; Uncoordinated charging; Electric power transmission networks"
"https://www.scopus.com/pages/publications/105005929494?origin=resultslist","Agricultural energy internet (AEI); Intelligent energy management; Multienergy systems; Renewable energy integration; Sustainability","Agricultural robots; Green development; 'current; Agricultural energy internet; Agricultural productions; Energy internet; Fundamental concepts; Historical development; Historical evolutions; Intelligent energy management; Multi-energy systems; Renewable energy integrations; Sustainable agriculture"
"https://www.scopus.com/pages/publications/105015760055?origin=resultslist","","Circular economy; Economics; Energy conservation; Energy development; Energy economics; Energy policy; Investments; Smart power grids; Solar energy; Sustainable development; Transmissions; Wind power; Carbon emissions; Clean energy; Economic growths; Energy demands; Energy sector; Industrialisation; Policy makers; Power; Renewable energies; Southeast Asia; Digital storage"
"https://www.scopus.com/pages/publications/105041667891?origin=resultslist","Green Manufacturing; Machine Learning; Offshore Wind Power; Short-Term Prediction; Smart Manufacturing","Energy policy; Energy utilization; Green manufacturing; Integration; Offshore oil well production; Smart manufacturing; Sustainable development; Weather forecasting; Wind forecasting; Green manufacturing; Kernel models; Machine-learning; Manufacturing integrations; Multi-kernel; Off-shore wind power; Renewable energies; Short term prediction; Smart manufacturing; Wind power predictions; Learning systems"
"https://www.scopus.com/pages/publications/85191307218?origin=resultslist","Data driven; dynamic security region; model driven; power system; security assessment","Computational efficiency; Decision making; Electric load dispatching; Electric power system security; Electric power system stability; Security systems; Transient analysis; Data driven; Dynamic security region; Model-driven; Power; Power system; Power system dynamics; Power systems stability; Security; Security assessment; Stability analyze; Dynamics"
